"gene","logFC","SE","CI_low","CI_high","raw_P","FDR","n_paired_donors","cell_threshold","model","plot_class","minus_log10_FDR","labelled_gene","displayed_in_volcano","analysis_type","effect","P","effect_definition","selection_display_rule"
"BNIP3L",-0.372679588209773,0.108231181287792,-0.584812703533846,-0.1605464728857,0.000574520861790713,0.0063366437347064,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, negative",2.19814070953888,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.372679588209773,0.000574520861790713,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"DPYSL2",0.156030800977271,0.15440350624994,-0.146600071272611,0.458661673227152,0.312237012062468,0.493796782629158,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.306451744073902,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.156030800977271,0.312237012062468,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"TRIM35",0.260590336307496,0.164761764916081,-0.0623427229280234,0.583523395543015,0.113736576063,0.249396013112902,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.603110493507462,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.260590336307496,0.113736576063,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"PTK2B",-0.301211071766613,0.0873097352795071,-0.472338152914447,-0.130083990618779,0.000560765314642072,0.00622770886488365,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, negative",2.20567169818,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.301211071766613,0.000560765314642072,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"EPHX2",-0.176011577443553,0.067917096388622,-0.309129086365252,-0.042894068521854,0.00955404604879964,0.0434687666040676,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, negative",1.36182268243734,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.176011577443553,0.00955404604879964,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"CLU",-0.244944854618929,0.142997679943488,-0.525220307308166,0.0353305980703078,0.0867256258770035,0.207248438839801,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.683508732217078,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.244944854618929,0.0867256258770035,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"CCDC25",0.0704497166575032,0.0504402380022704,-0.0284131498269468,0.169312583141953,0.162504780920553,0.318908893446149,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.496333369371867,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.0704497166575032,0.162504780920553,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"ESCO2",0.58581977464239,0.130542290846258,0.329956884583725,0.841682664701056,7.2034691029344e-06,0.00034653982506535,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, positive",3.46024684817411,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.58581977464239,7.2034691029344e-06,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"PBK",0.461483090851914,0.096047737340052,0.273229525665412,0.649736656038416,1.54963331310848e-06,0.00012864869330384,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, positive",3.89059462059871,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.461483090851914,1.54963331310848e-06,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"ELP3",0.207158534219836,0.114807917343932,-0.0178649837742703,0.432182052213943,0.0711698126782454,0.180567733683124,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.743359852778443,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.207158534219836,0.0711698126782454,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"ZNF395",-0.0385652198351136,0.0768573483514076,-0.189205622603872,0.112075182933645,0.615824666853162,0.757414470427083,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.120666401926309,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.0385652198351136,0.615824666853162,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"FBXO16",0.173719156993656,0.140557756205743,-0.1017740451696,0.449212359156912,0.216485617680577,0.385844420098189,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.413587775932593,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.173719156993656,0.216485617680577,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"FZD3",0.272418380860813,0.114077479580175,0.0488265208836691,0.496010240837957,0.0169397924179765,0.0643197050627154,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",1.1916559557075,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.272418380860813,0.0169397924179765,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"EXTL3",0.122645160823797,0.11426738303118,-0.101318909917316,0.34660923156491,0.28312876866914,0.462109240643692,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.335255346953185,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.122645160823797,0.28312876866914,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"INTS9",0.22629286624651,0.132539028858857,-0.0334836303168493,0.48606936280987,0.0877537168432628,0.208644811424039,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.680592410846482,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.22629286624651,0.0877537168432628,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"HMBOX1",-0.0953175422209941,0.107628387557457,-0.30626918183361,0.115634097391622,0.375823884998581,0.556433229284554,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.254586942547705,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.0953175422209941,0.375823884998581,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"KIF13B",-0.190484197683079,0.0950066373213339,-0.376697206832893,-0.00427118853326433,0.0449676721763115,0.130021010442389,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.885986463216946,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.190484197683079,0.0449676721763115,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"DUSP4",-0.323791091804588,0.151276436073479,-0.620292906508607,-0.027289277100568,0.032322984013938,0.101901267133983,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.991820415543376,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.323791091804588,0.032322984013938,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"LEPROTL1",-0.0123681543810839,0.0476913315501086,-0.105843164219297,0.081106855457129,0.795374788422943,0.882350595297459,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.0543588169667455,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.0123681543810839,0.795374788422943,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"DCTN6",-0.0579903619510095,0.0615779844740088,-0.178683211520067,0.0627024876180478,0.346326511909519,0.526635592930738,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.278489792227595,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.0579903619510095,0.346326511909519,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"RBPMS",-0.170553114397257,0.117614528050132,-0.401077589375516,0.0599713605810029,0.147029954113436,0.298010758211165,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.525768057576734,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.170553114397257,0.147029954113436,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"GTF2E2",0.0201863086664416,0.0629559638292498,-0.103207380438888,0.143579997771771,0.748481915907429,0.850634372345992,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.0702570723407923,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.0201863086664416,0.748481915907429,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"GSR",-0.00158692215816724,0.0795269645956559,-0.157459772765653,0.154285928449318,0.984079655597278,0.99024722439411,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.00425636622436261,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.00158692215816724,0.984079655597278,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"UBXN8",0.0327210173215466,0.101683775238802,-0.166579182146506,0.232021216789599,0.747610335496576,0.850014421916643,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.0705737056907872,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.0327210173215466,0.747610335496576,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"PPP2CB",-0.441163222892262,0.112739114694674,-0.662131887693822,-0.220194558090701,9.11060782288015e-05,0.00186402441994866,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, negative",2.72954840240077,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.441163222892262,9.11060782288015e-05,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"WRN",0.126740342476227,0.107775490355416,-0.0844996186203878,0.337980303572842,0.239608350968202,0.41322053959362,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.38381809951817,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.126740342476227,0.239608350968202,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"FUT10",0.0142330519712365,0.186596670312424,-0.351496421841116,0.379962525783588,0.939198648188857,0.966960382144612,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.0145913192659636,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.0142330519712365,0.939198648188857,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"TTI2",0.245523951061822,0.117907015268995,0.014426201134592,0.476621700989052,0.0373102968849458,0.113091083667846,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.946571634389309,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.245523951061822,0.0373102968849458,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"MAK16",0.0111143714275462,0.124246613290618,-0.232408990622064,0.254637733477157,0.928721014455969,0.961225603466822,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.0171746697280347,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.0111143714275462,0.928721014455969,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"ZNF703",-0.0590901891089119,0.0607975461836681,-0.178253379628901,0.0600730014110776,0.331091674687876,0.51253583650525,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.290275763340765,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.0590901891089119,0.331091674687876,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"ERLIN2",0.0236863597351246,0.0621449592084773,-0.0981177603134909,0.14549047978374,0.703094233947166,0.821592440770659,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.0853435652076293,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.0236863597351246,0.703094233947166,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"BRF2",0.141498577327872,0.116835965288247,-0.0874999146370915,0.370497069292835,0.225861870856586,0.397322814885592,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.400856496373192,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.141498577327872,0.225861870856586,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"RAB11FIP1",-0.30455001319812,0.073881565883682,-0.449357882330136,-0.159742144066103,3.75372140797834e-05,0.00101658011817515,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, negative",2.99285838828987,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.30455001319812,3.75372140797834e-05,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"EIF4EBP1",0.396889500285864,0.0798426091122117,0.240397986425929,0.553381014145799,6.66433574074612e-07,7.88425993581533e-05,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, positive",4.10323906592109,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.396889500285864,6.66433574074612e-07,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"ASH2L",0.106156550339418,0.0899757490833739,-0.0701959178639947,0.282509018542831,0.238065791218404,0.411128062001175,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.386022878957117,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.106156550339418,0.238065791218404,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"LSM1",-0.00257937258175902,0.0464026928057837,-0.093528650481095,0.0883699053175769,0.955671059683535,0.976435185434841,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.0103565793522761,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.00257937258175902,0.955671059683535,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"BAG4",-0.0558342060664318,0.0956354473479616,-0.243279682868437,0.131611270735573,0.559339175164104,0.717788624497071,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.144003428640419,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.0558342060664318,0.559339175164104,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"DDHD2",-0.222361414965632,0.14059511824007,-0.497927846716169,0.0532050167849043,0.113747127254804,0.249396013112902,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.603110493507462,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.222361414965632,0.113747127254804,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"TACC1",-0.0462600662162553,0.06238849152868,-0.168541509612468,0.0760213771799574,0.458400049292779,0.632177847996278,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.199160726246411,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.0462600662162553,0.458400049292779,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"PLEKHA2",0.0763165321547703,0.0809128172510735,-0.0822725896573337,0.234905653966874,0.345581375898748,0.526000688478606,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.279013687400892,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.0763165321547703,0.345581375898748,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"TM2D2",0.0433032690058573,0.0653312776003112,-0.0847460350907527,0.171352573102467,0.507442003667848,0.674050428935461,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.171307610602486,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.0433032690058573,0.507442003667848,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"ADAM9",-0.173674709276231,0.0949231780956597,-0.359724138343724,0.0123747197912617,0.0673046305167373,0.173335642158022,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.761112126259033,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.173674709276231,0.0673046305167373,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"IDO1",-0.0155517108080393,0.264658486568616,-0.534282344482526,0.503178922866447,0.953142130726489,0.975092336358548,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.0109542568427488,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.0155517108080393,0.953142130726489,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"GOLGA7",-0.141330877262352,0.0703355737593244,-0.279188601830628,-0.00347315269407605,0.0444968766281023,0.129291726065988,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.888429266603432,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.141330877262352,0.0444968766281023,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"GINS4",0.466531650903741,0.164507877078693,0.144096211829501,0.78896708997798,0.00456934796359349,0.026149796935788,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, positive",1.5825316792636,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.466531650903741,0.00456934796359349,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"KAT6A",-0.0752400363511078,0.0878985251406976,-0.247521145626875,0.0970410729246595,0.392004708967854,0.57151371358119,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.242973344164267,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.0752400363511078,0.392004708967854,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"AP3M2",0.425109591837763,0.144972709662349,0.140963080899558,0.709256102775968,0.00336415855612671,0.0211621951353855,11,20,"edgeR QL; design ~ donor_id + GART_status","FDR <0.05, positive",1.67443928532594,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.425109591837763,0.00336415855612671,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"IKBKB",-0.00512263853264215,0.12213245823482,-0.24450225667289,0.234256979607605,0.966543897055814,0.981299625926856,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.008198366709145,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.00512263853264215,0.966543897055814,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"POLB",-0.103072963683266,0.147722777770689,-0.392609608113816,0.186463680747285,0.485336112706051,0.655533297765089,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.183405243457714,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",-0.103072963683266,0.485336112706051,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
"VDAC3",0.0748573059397066,0.0499324286865319,-0.023010254285896,0.172724866165309,0.133828980743732,0.278589352579885,11,20,"edgeR QL; design ~ donor_id + GART_status","Not FDR-significant",0.555035485916958,FALSE,TRUE,"SCP259 paired-donor edgeR quasi-likelihood pseudobulk",0.0748573059397066,0.133828980743732,"log2 fold change: GART-detected minus GART-undetected","All genes except GART displayed; color by within-run FDR<0.05 and logFC direction; labels restricted to at most 8 genes from the pre-specified candidate pool, ordered by frozen FDR. GART omitted from the volcano display because it defines the compared groups but remains in source data."
