"gene","seed","rank","distance"
"KCNQ4",2024,3481,1.62852140706173e-17
"INSL5",2024,3482,1.60099618982214e-17
"IL19",2024,3483,1.51951080950439e-17
"ANKRD11",2024,3484,1.43420712842419e-17
"CSTA",2024,3485,1.42013508621378e-17
"SLC9A3R2",2024,3486,1.39783106706841e-17
"GULP1",2024,3487,1.33866434095667e-17
"ADH1A",2024,3488,1.31837302369998e-17
"CFD",2024,3489,1.27871477205286e-17
"GALNTL6",2024,3490,1.27356339249963e-17
"ZNF3",2024,3491,1.22103029049774e-17
"S100A1",2024,3492,1.1014449315797e-17
"NEUROD1",2024,3493,9.74155857236491e-18
"TRPM4",2024,3494,9.35726926072135e-18
"C5orf38",2024,3495,9.34099284139004e-18
"KCTD16",2024,3496,9.00245696226402e-18
"IL2RB",2024,3497,7.47653166739601e-18
"HPGDS",2024,3498,6.91553971427821e-18
"SLC27A3",2024,3499,4.78517451024362e-18
"CNOT10",2024,3500,4.57968262845962e-18
"CPE",2024,3501,4.14632734471295e-18
"RP11-138I1.4",2024,3502,3.12795843915692e-18
"GART",7777,1,0.000134836262652048
"KRT20",7777,2,7.07268341528579e-07
"CDK4",7777,3,6.664510062854e-07
"SDCBP2",7777,4,6.53342190494007e-07
"NAP1L1",7777,5,6.29410177526847e-07
"RANBP1",7777,6,6.18417622484931e-07
"PLAC8",7777,7,6.0660765196308e-07
"CDCA7",7777,8,6.06471365183269e-07
"MCM7",7777,9,6.02454220244831e-07
"CEACAM1",7777,10,5.94950705908239e-07
"TSPAN1",7777,11,5.89137403557973e-07
"CEACAM7",7777,12,5.75730926227045e-07
"NME1",7777,13,5.75523564932416e-07
"IMPDH2",7777,14,5.72968599163604e-07
"LDHB",7777,15,5.59355808652056e-07
"KRT19",7777,16,5.58249083488599e-07
"FBL",7777,17,5.5576521435776e-07
"NPM3",7777,18,5.40948784460706e-07
"ASCL2",7777,19,5.3777482677441e-07
"SLC12A2",7777,20,5.35114307661656e-07
"EIF4EBP1",7777,21,5.31521914430093e-07
"PAICS",7777,22,5.13420115073843e-07
"C19orf48",7777,23,5.12182832641783e-07
"MALL",7777,24,5.09346449574775e-07
"CEACAM6",7777,25,5.03264833248616e-07
"FABP1",7777,26,5.00629764095884e-07
"TOMM40",7777,27,4.91717263593786e-07
"NPM1",7777,28,4.86557876093356e-07
"EPHB3",7777,29,4.76169531131581e-07
"GINS2",7777,30,4.74801728514341e-07
"POLD2",7777,31,4.69708518142188e-07
"HMGA1",7777,32,4.62446762465481e-07
"SLC26A3",7777,33,4.48892005589296e-07
"AKR1B10",7777,34,4.46300088988654e-07
"DUOX2",7777,35,4.44924858702691e-07
"HRCT1",7777,36,4.42335067915493e-07
"SRM",7777,37,4.41648735097457e-07
"MXD1",7777,38,4.33765218748296e-07
"TFF1",7777,39,4.29740188771399e-07
"HK2",7777,40,4.24538009149479e-07
"CDA",7777,41,4.1371808128234e-07
"SET",7777,42,4.10026294253327e-07
"PSAT1",7777,43,4.08377985916508e-07
"C1QBP",7777,44,4.06736125856869e-07
"NHP2",7777,45,4.02228993055557e-07
"DUT",7777,46,4.01252141234799e-07
"NOP56",7777,47,3.99409031436809e-07
"XDH",7777,48,3.97875701442784e-07
"CA2",7777,49,3.96369946448581e-07
"CDHR5",7777,50,3.91567313380985e-07
"EBNA1BP2",7777,51,3.91381783277727e-07
"HELLS",7777,52,3.91081788100562e-07
"SLC40A1",7777,53,3.91058091821386e-07
"NASP",7777,54,3.90598460814872e-07
"RGMB",7777,55,3.89658821084735e-07
"NOP16",7777,56,3.87139433030569e-07
"TYMS",7777,57,3.86566074869871e-07
"MS4A12",7777,58,3.86547384429713e-07
"HSPD1",7777,59,3.82929430038138e-07
"STMN1",7777,60,3.81149039849399e-07
"PHGR1",7777,61,3.80914537358435e-07
"HNRNPA1",7777,62,3.76427545944499e-07
"C20orf27",7777,63,3.73113458850291e-07
"EIF3L",7777,64,3.72379081784844e-07
"GCNT3",7777,65,3.7059477898278e-07
"CD320",7777,66,3.69325585206731e-07
"EEF1B2",7777,67,3.66061321894632e-07
"SLC22A18",7777,68,3.60786240196221e-07
"CDK6",7777,69,3.60677012185495e-07
"MCM5",7777,70,3.57776010813207e-07
"DHRS9",7777,71,3.56854714623704e-07
"PA2G4",7777,72,3.55149525963583e-07
"TUBB",7777,73,3.55011449562974e-07
"NFIC",7777,74,3.52963852471018e-07
"TMEM97",7777,75,3.50575976176095e-07
"NCL",7777,76,3.50419353215287e-07
"SNRPB",7777,77,3.48191466086167e-07
"TUBA1B",7777,78,3.44069618967558e-07
"PABPC1",7777,79,3.41432712675834e-07
"PRMT1",7777,80,3.40853121779305e-07
"PKIB",7777,81,3.36770352820846e-07
"PCNA",7777,82,3.35130419635134e-07
"H2AFZ",7777,83,3.3032944779222e-07
"EMP1",7777,84,3.28662995362248e-07
"DNMT1",7777,85,3.27884282740295e-07
"PYCR1",7777,86,3.27397785374701e-07
"CENPM",7777,87,3.26653110135709e-07
"FEN1",7777,88,3.26252681308023e-07
"APEX1",7777,89,3.22260030321736e-07
"PLA2G10",7777,90,3.19230653451798e-07
"CMSS1",7777,91,3.17607373275561e-07
"SLC6A8",7777,92,3.1532288560134e-07
"CDKN1A",7777,93,3.1520159921505e-07
"PARP1",7777,94,3.14750756664887e-07
"MRPS26",7777,95,3.14129073987678e-07
"SDF2L1",7777,96,3.11458441528511e-07
"MRPL12",7777,97,3.09965591160955e-07
"NME4",7777,98,3.07642402894526e-07
"KRT8",7777,99,3.07442008731924e-07
"CCDC85B",7777,100,3.06707769143331e-07
"RAN",7777,101,3.05018806854796e-07
"EEF1A1",7777,102,3.04691691054981e-07
"RNASEH2A",7777,103,3.03777245318346e-07
"BTG2",7777,104,3.02953180535406e-07
"MUC13",7777,105,3.01257015497065e-07
"SOX4",7777,106,3.00293583063083e-07
"DTYMK",7777,107,3.00236034245075e-07
"SSRP1",7777,108,2.98884822968605e-07
"FABP5",7777,109,2.98452041283381e-07
"CEACAM5",7777,110,2.97418401510085e-07
"ETS2",7777,111,2.97339238008836e-07
"RRP7A",7777,112,2.96630844605583e-07
"LYAR",7777,113,2.94060949973442e-07
"LGALS3",7777,114,2.93310296996272e-07
"TIMM13",7777,115,2.92913097839617e-07
"GADD45GIP1",7777,116,2.91746351921053e-07
"PSIP1",7777,117,2.91043525485885e-07
"SLC16A3",7777,118,2.90500259606243e-07
"ISG20",7777,119,2.89870835784649e-07
"EPHB2",7777,120,2.8944889011491e-07
"GGCT",7777,121,2.8829805352311e-07
"RSL1D1",7777,122,2.85719835278492e-07
"ADM",7777,123,2.85484585086872e-07
"SIGMAR1",7777,124,2.8534082427918e-07
"TMEM147",7777,125,2.85230306033791e-07
"TNIP3",7777,126,2.84664385008554e-07
"WDR34",7777,127,2.83503238790652e-07
"S100P",7777,128,2.83142619767282e-07
"PI3",7777,129,2.81052238689827e-07
"MCM6",7777,130,2.77914994981424e-07
"SERBP1",7777,131,2.75932601944003e-07
"OAS1",7777,132,2.75618379022948e-07
"RMI2",7777,133,2.75057913041726e-07
"NUDC",7777,134,2.74572226708083e-07
"DEK",7777,135,2.73975110912536e-07
"FXYD3",7777,136,2.73423049920515e-07
"TUBA4A",7777,137,2.71865744488778e-07
"SLPI",7777,138,2.71715839458447e-07
"MCM3",7777,139,2.70559868310173e-07
"HPGD",7777,140,2.70479615254919e-07
"NOP58",7777,141,2.69977404594097e-07
"DKC1",7777,142,2.67519733614851e-07
"TSC22D1",7777,143,2.67431213383466e-07
"SNRPD1",7777,144,2.66996283701571e-07
"UBE2T",7777,145,2.66449306835244e-07
"SNRNP25",7777,146,2.6442350359493e-07
"SNHG8",7777,147,2.64403551880399e-07
"SMOC2",7777,148,2.63603148882278e-07
"TP53",7777,149,2.63532967831278e-07
"PLS1",7777,150,2.63328914049563e-07
"CENPV",7777,151,2.62570036570513e-07
"C4BPB",7777,152,2.61181275209624e-07
"ALDH1B1",7777,153,2.59991241912586e-07
"GMNN",7777,154,2.59295508670825e-07
"SIVA1",7777,155,2.58324731906246e-07
"CCDC34",7777,156,2.56991473595639e-07
"EIF3E",7777,157,2.56837424049063e-07
"MRPS12",7777,158,2.55813844266149e-07
"PRKDC",7777,159,2.54799985834639e-07
"OLFM4",7777,160,2.54272241557965e-07
"ZFAS1",7777,161,2.53880382904618e-07
"PLAUR",7777,162,2.53324733612688e-07
"PTMA",7777,163,2.52885329261381e-07
"HMGB2",7777,164,2.52343551862569e-07
"LSM2",7777,165,2.52017802975e-07
"HSP90AB1",7777,166,2.51170904989499e-07
"SULT1B1",7777,167,2.51062669978923e-07
"GCSH",7777,168,2.50995370725775e-07
"U2AF1",7777,169,2.50613565520333e-07
"GBP3",7777,170,2.49559618521658e-07
"GPX4",7777,171,2.47570088515867e-07
"MYADM",7777,172,2.47009391617863e-07
"CCT2",7777,173,2.46506148414036e-07
"RBMX",7777,174,2.46248163067225e-07
"ASNS",7777,175,2.45477626266334e-07
"TRAP1",7777,176,2.43894574545869e-07
"DST",7777,177,2.43789166141082e-07
"MRPS34",7777,178,2.43669632891798e-07
"POLE3",7777,179,2.42242134403534e-07
"HSP90AA1",7777,180,2.41323252023909e-07
"SLC1A5",7777,181,2.40107573090538e-07
"EEF2",7777,182,2.39175844877107e-07
"LMO7",7777,183,2.38772867292538e-07
"LEFTY1",7777,184,2.38757406494821e-07
"EXOSC5",7777,185,2.38215656054113e-07
"ANP32B",7777,186,2.37853147208914e-07
"EMG1",7777,187,2.3598881890451e-07
"CLTB",7777,188,2.35779176706629e-07
"POLR3K",7777,189,2.35442849479142e-07
"ASS1",7777,190,2.33680672994609e-07
"TMPRSS2",7777,191,2.33457642340834e-07
"BZW2",7777,192,2.33422763810877e-07
"DHFR",7777,193,2.31439712371177e-07
"TRMT112",7777,194,2.31358761910593e-07
"HNRNPD",7777,195,2.30636007210119e-07
"NFIA",7777,196,2.3062356502176e-07
"F12",7777,197,2.30557142446575e-07
"DUOXA2",7777,198,2.29586759245545e-07
"SLC38A5",7777,199,2.29364111588214e-07
"HMGB1",7777,200,2.2856316392882e-07
"NUCKS1",7777,201,2.26733461156224e-07
"ZNF511",7777,202,2.26253295716265e-07
"EXOSC8",7777,203,2.26149463096903e-07
"MRPL11",7777,204,2.2611266766657e-07
"STOML2",7777,205,2.2408349323887e-07
"ILF3",7777,206,2.22958816596345e-07
"MRPL17",7777,207,2.21131178598875e-07
"HNRNPDL",7777,208,2.20475586513502e-07
"BANF1",7777,209,2.20467342402432e-07
"TK1",7777,210,2.1962330746699e-07
"EPB41L4A-AS1",7777,211,2.17406989762523e-07
"TAF1D",7777,212,2.17091660597389e-07
"DDX21",7777,213,2.15408782078492e-07
"CA4",7777,214,2.15226606724003e-07
"SUPT16H",7777,215,2.15031835752953e-07
"MRTO4",7777,216,2.13049759337024e-07
"AHCY",7777,217,2.12949156679813e-07
"EIF3I",7777,218,2.12613057685795e-07
"HMGN2",7777,219,2.12224378269359e-07
"PARM1",7777,220,2.11746985246292e-07
"CCNG1",7777,221,2.09028382076531e-07
"PSMG1",7777,222,2.08675874915896e-07
"REPIN1",7777,223,2.08023751360524e-07
"TMEM123",7777,224,2.06574254065243e-07
"SSFA2",7777,225,2.05795586988782e-07
"LSM4",7777,226,2.05515818743839e-07
"NUDT8",7777,227,2.05213313502995e-07
"CELF2",7777,228,2.04706904541206e-07
"HNRNPA0",7777,229,2.04494945059068e-07
"MISP",7777,230,2.0389880043438e-07
"TRIM15",7777,231,2.03155400303143e-07
"HMBS",7777,232,2.02706602593898e-07
"SLC25A6",7777,233,2.01775031560499e-07
"PARK7",7777,234,2.01647378277292e-07
"RRM1",7777,235,1.99837924523733e-07
"MRPL4",7777,236,1.99637936236483e-07
"SNRPE",7777,237,1.99030739844261e-07
"DCXR",7777,238,1.97297780709613e-07
"SRSF2",7777,239,1.96888482387676e-07
"NOLC1",7777,240,1.96310668777105e-07
"SLC25A39",7777,241,1.95527207380721e-07
"ZNF593",7777,242,1.9477032219885e-07
"IRF2BP2",7777,243,1.94520945188252e-07
"EIF3D",7777,244,1.94394530175523e-07
"C6orf48",7777,245,1.94073718708788e-07
"ATAD3A",7777,246,1.93558042965575e-07
"EIF4B",7777,247,1.93417886271159e-07
"TMEM54",7777,248,1.93066858583232e-07
"SMARCC1",7777,249,1.92508667036193e-07
"PHB",7777,250,1.91968959601792e-07
"ZFP36L2",7777,251,1.91914621376087e-07
"NR4A1",7777,252,1.91869915853667e-07
"NACA",7777,253,1.91459435527962e-07
"CACYBP",7777,254,1.90295261298312e-07
"POLR2G",7777,255,1.89730551151008e-07
"ETHE1",7777,256,1.89096828100456e-07
"PPIF",7777,257,1.88377360078182e-07
"B4GALT1",7777,258,1.87843610461801e-07
"FKBP11",7777,259,1.8742217565493e-07
"NOL7",7777,260,1.87099047378833e-07
"TRIM31",7777,261,1.86397294411399e-07
"DNPH1",7777,262,1.85643336570874e-07
"SRPK1",7777,263,1.84961306301692e-07
"NONO",7777,264,1.84539166062585e-07
"EEF1E1",7777,265,1.8412841463612e-07
"MRPL24",7777,266,1.84093797043908e-07
"ZNF22",7777,267,1.83970828696662e-07
"RHOC",7777,268,1.83254623135378e-07
"PEBP1",7777,269,1.83132451661807e-07
"YBX1",7777,270,1.8294292579934e-07
"KIAA1324",7777,271,1.82930214239323e-07
"PDCD5",7777,272,1.82804326091227e-07
"TDP2",7777,273,1.82358465803855e-07
"HSPE1",7777,274,1.82313127004664e-07
"SF3B5",7777,275,1.82248638281762e-07
"VSIG2",7777,276,1.81990717679512e-07
"FLNB",7777,277,1.81822387238703e-07
"ZWINT",7777,278,1.81135842079566e-07
"CLN6",7777,279,1.80905084187722e-07
"FKBP4",7777,280,1.80640354073734e-07
"EBPL",7777,281,1.80462835274208e-07
"HMGN3",7777,282,1.8034073038912e-07
"C19orf33",7777,283,1.80095282961485e-07
"RHOBTB3",7777,284,1.79399624354677e-07
"CD44",7777,285,1.78986936583878e-07
"PRDX4",7777,286,1.78272802570697e-07
"HSPBP1",7777,287,1.77892093078242e-07
"DCTPP1",7777,288,1.7667603302914e-07
"CLNS1A",7777,289,1.76661258011126e-07
"TRIM28",7777,290,1.7657046083938e-07
"SNHG7",7777,291,1.76392501797464e-07
"APRT",7777,292,1.76303507783516e-07
"DNAJC9",7777,293,1.76282586445839e-07
"FXYD5",7777,294,1.76184181422935e-07
"IFI27",7777,295,1.75620230945065e-07
"RUVBL2",7777,296,1.75565893853491e-07
"RNPS1",7777,297,1.75348291404696e-07
"BCL7C",7777,298,1.75219898086789e-07
"IPO5",7777,299,1.74567113536447e-07
"PDZK1IP1",7777,300,1.74255527844934e-07
"MARCKSL1",7777,301,1.73538799144034e-07
"CLCA4",7777,302,1.71882756208458e-07
"PCBD1",7777,303,1.71492951849414e-07
"BCL2L12",7777,304,1.71102312910181e-07
"SSB",7777,305,1.70881159827955e-07
"CD59",7777,306,1.70572475707208e-07
"SMC2",7777,307,1.70318014400965e-07
"LMNB1",7777,308,1.70316333098861e-07
"CERS6",7777,309,1.70037245602588e-07
"EIF2S3",7777,310,1.69211336605342e-07
"TMBIM1",7777,311,1.69087353436292e-07
"USP53",7777,312,1.68618551391397e-07
"HMGN1",7777,313,1.68246817797279e-07
"CD55",7777,314,1.67252716704638e-07
"SYNE2",7777,315,1.67156942590069e-07
"C10orf99",7777,316,1.66676221688234e-07
"SNRPD2",7777,317,1.66287323083544e-07
"ST3GAL4",7777,318,1.66137342688376e-07
"S100A6",7777,319,1.66072127513146e-07
"MRPS15",7777,320,1.65866403262887e-07
"MLXIP",7777,321,1.65596326295244e-07
"MRPS2",7777,322,1.64902001711302e-07
"WNK2",7777,323,1.63680193554086e-07
"ILF2",7777,324,1.62966017960584e-07
"CNN3",7777,325,1.62918628924954e-07
"NUDT1",7777,326,1.62722290848293e-07
"SAC3D1",7777,327,1.62606849803318e-07
"MRPL16",7777,328,1.62602419945e-07
"PHLDA2",7777,329,1.62325811614973e-07
"GPT",7777,330,1.62128869338618e-07
"SNRPF",7777,331,1.62026983747158e-07
"CCT6A",7777,332,1.61234919116387e-07
"TPR",7777,333,1.60986111289078e-07
"FUS",7777,334,1.60743539280397e-07
"MRPL37",7777,335,1.60658489763138e-07
"FN1",7777,336,1.60499577770304e-07
"CYP3A5",7777,337,1.60443617487098e-07
"CCT7",7777,338,1.59777658502931e-07
"SLC6A14",7777,339,1.58750866485202e-07
"MANF",7777,340,1.58653249422156e-07
"CKS1B",7777,341,1.58596564132278e-07
"RNASEH2B",7777,342,1.58492055858678e-07
"CCT3",7777,343,1.57591801783697e-07
"FOSB",7777,344,1.57526499338224e-07
"RNF43",7777,345,1.57476589119148e-07
"MGLL",7777,346,1.57471171718929e-07
"EIF1AX",7777,347,1.57450671409537e-07
"MRPL55",7777,348,1.57301398737576e-07
"GPA33",7777,349,1.57298737343675e-07
"CHCHD2",7777,350,1.57273890816205e-07
"PRSS3",7777,351,1.57267377862498e-07
"CBX5",7777,352,1.55782466928475e-07
"KRTCAP3",7777,353,1.55736072478868e-07
"SRPRB",7777,354,1.55134495499173e-07
"POLR2E",7777,355,1.54590854093637e-07
"EIF3F",7777,356,1.54563002959134e-07
"NOS2",7777,357,1.54526723687736e-07
"ID1",7777,358,1.5444579936079e-07
"EEF1D",7777,359,1.54306582252459e-07
"PSMA7",7777,360,1.53541336509859e-07
"UNG",7777,361,1.53186719453939e-07
"DMKN",7777,362,1.53061210234013e-07
"HSPA8",7777,363,1.52995676842448e-07
"HDGF",7777,364,1.51729809881972e-07
"HIGD1A",7777,365,1.51067695803322e-07
"PRDX2",7777,366,1.50748531501065e-07
"SPINK5",7777,367,1.50744967863011e-07
"PDE4C",7777,368,1.50617600041858e-07
"KPNB1",7777,369,1.50079616523619e-07
"SNRNP70",7777,370,1.49897910919148e-07
"UGP2",7777,371,1.49354428235151e-07
"SMC4",7777,372,1.49312810038455e-07
"PPP1R14D",7777,373,1.48090054707532e-07
"IFRD2",7777,374,1.47842622711841e-07
"ADTRP",7777,375,1.47823892744848e-07
"FHL2",7777,376,1.47461551763324e-07
"CENPW",7777,377,1.47047824022931e-07
"RNF213",7777,378,1.47023362191786e-07
"S100A16",7777,379,1.4670824978576e-07
"PPP1R1B",7777,380,1.46475567839895e-07
"PPIB",7777,381,1.46405580537867e-07
"PCBP2",7777,382,1.46364453125224e-07
"RUVBL1",7777,383,1.46332228370371e-07
"GSKIP",7777,384,1.45884374899236e-07
"NXT1",7777,385,1.45875288025198e-07
"WDR18",7777,386,1.45216614411904e-07
"TSPAN8",7777,387,1.44156052897616e-07
"HNRNPA3",7777,388,1.43342225368398e-07
"RNASEH2C",7777,389,1.43341977582519e-07
"BCL10",7777,390,1.43279367066402e-07
"AGR2",7777,391,1.42902057452122e-07
"MYL12B",7777,392,1.42713332993328e-07
"SRSF7",7777,393,1.4265781764364e-07
"LAPTM4B",7777,394,1.4261870417482e-07
"PPP1R15A",7777,395,1.42502947939403e-07
"UPP1",7777,396,1.42333600593925e-07
"PLEC",7777,397,1.41742234670239e-07
"IL18",7777,398,1.41730834611936e-07
"GNL3",7777,399,1.41524699451082e-07
"ZFP36L1",7777,400,1.40975974280505e-07
"HES6",7777,401,1.40710236885709e-07
"PHB2",7777,402,1.40313611349797e-07
"HSD17B8",7777,403,1.4015317143491e-07
"ACVRL1",7777,404,1.39918824510071e-07
"ENO1",7777,405,1.39873793553579e-07
"ANXA4",7777,406,1.39468846852374e-07
"PAFAH1B3",7777,407,1.39160025779943e-07
"AGPAT2",7777,408,1.38874586565387e-07
"CCDC14",7777,409,1.38606462022824e-07
"HIST1H1C",7777,410,1.37852202824737e-07
"SHMT2",7777,411,1.37641838455298e-07
"CUTA",7777,412,1.37635917419338e-07
"POLR1D",7777,413,1.37426752221276e-07
"NDUFS8",7777,414,1.37420625908495e-07
"PRPF19",7777,415,1.36864522378216e-07
"GARS",7777,416,1.36478834285465e-07
"RCN1",7777,417,1.36084011313708e-07
"GSN",7777,418,1.35976317941371e-07
"PNN",7777,419,1.35638762329167e-07
"SSBP1",7777,420,1.35626965804117e-07
"GLRX",7777,421,1.35613750050079e-07
"IDH2",7777,422,1.34857849868488e-07
"USP1",7777,423,1.33890867300664e-07
"EGR1",7777,424,1.33887250269819e-07
"CCND2",7777,425,1.33402787648151e-07
"CDH17",7777,426,1.33398494349268e-07
"C7orf50",7777,427,1.33184564540091e-07
"MRPS7",7777,428,1.31915959164008e-07
"MTHFD1",7777,429,1.31644803406351e-07
"RRM2",7777,430,1.31489943867314e-07
"S100A14",7777,431,1.31256984670876e-07
"PRPS2",7777,432,1.31078906643879e-07
"LSM7",7777,433,1.30973465579592e-07
"SLBP",7777,434,1.30804289802061e-07
"AIMP2",7777,435,1.30651989410568e-07
"NDUFAF3",7777,436,1.30198512859939e-07
"VAMP8",7777,437,1.30065712848719e-07
"DSC2",7777,438,1.28791906061071e-07
"HNRNPU",7777,439,1.28547105982597e-07
"CSNK1E",7777,440,1.28063413861275e-07
"IFNGR1",7777,441,1.27950661261283e-07
"TNFRSF1A",7777,442,1.27664913844446e-07
"IMP4",7777,443,1.27599506264428e-07
"MGST3",7777,444,1.274461870409e-07
"MAD2L1",7777,445,1.27181337833872e-07
"CASP7",7777,446,1.26937238739554e-07
"CYSTM1",7777,447,1.26893501199941e-07
"GSTP1",7777,448,1.26821982132037e-07
"VILL",7777,449,1.25862394164054e-07
"CCL28",7777,450,1.25727345865203e-07
"TOMM22",7777,451,1.25575594860329e-07
"CCT5",7777,452,1.25393459397116e-07
"CISD3",7777,453,1.24916898314605e-07
"JUN",7777,454,1.24875057130637e-07
"SFPQ",7777,455,1.24648017947917e-07
"EXOSC4",7777,456,1.24610636551944e-07
"NDUFAB1",7777,457,1.24519279073714e-07
"CCT4",7777,458,1.24488571611164e-07
"QTRT1",7777,459,1.2443472587825e-07
"RBBP4",7777,460,1.24304815838247e-07
"LGALS4",7777,461,1.23653757622109e-07
"PPM1G",7777,462,1.23348210299483e-07
"SNRPA1",7777,463,1.2299736900031e-07
"PLIN3",7777,464,1.22711560685491e-07
"NT5C3A",7777,465,1.22671288416007e-07
"MRPL3",7777,466,1.2257695596304e-07
"SNRPC",7777,467,1.22194021054378e-07
"CAMK2N1",7777,468,1.21798272990435e-07
"PHLDA1",7777,469,1.21413906464103e-07
"TCF7L2",7777,470,1.20308966609642e-07
"LIPH",7777,471,1.2005240902933e-07
"AOC1",7777,472,1.19555506289563e-07
"MKI67",7777,473,1.18763292133838e-07
"PRAC1",7777,474,1.18583797776869e-07
"ANXA2",7777,475,1.18338045497712e-07
"ERRFI1",7777,476,1.17406959778037e-07
"PTGES3",7777,477,1.17105290462663e-07
"NDUFAF2",7777,478,1.15825842174736e-07
"PSMG3",7777,479,1.15756140153022e-07
"TIMM9",7777,480,1.15733636032034e-07
"EIF3A",7777,481,1.15708062552054e-07
"CCDC124",7777,482,1.15441941809245e-07
"TOMM20",7777,483,1.15374396377944e-07
"KCNN4",7777,484,1.1501362944034e-07
"PFDN2",7777,485,1.14950749771384e-07
"MYC",7777,486,1.14704006829847e-07
"NABP2",7777,487,1.14331390933675e-07
"MUC1",7777,488,1.13568591576948e-07
"PGP",7777,489,1.13407592084036e-07
"PDAP1",7777,490,1.13141627474817e-07
"PPIH",7777,491,1.13097952682293e-07
"CRELD2",7777,492,1.13052398422845e-07
"TPT1",7777,493,1.12692986317194e-07
"HNRNPR",7777,494,1.12662883522505e-07
"NOB1",7777,495,1.12467214588058e-07
"MRPS25",7777,496,1.12403472225054e-07
"BAIAP2L1",7777,497,1.12270230809181e-07
"FAM133B",7777,498,1.11796231075813e-07
"HES1",7777,499,1.11562635707379e-07
"TRA2B",7777,500,1.11388656012967e-07
"CCT8",7777,501,1.1136136818404e-07
"TIMM50",7777,502,1.11358036943015e-07
"NSA2",7777,503,1.11329578152485e-07
"KCNQ1",7777,504,1.11051461640054e-07
"TPGS2",7777,505,1.10667495127148e-07
"PMAIP1",7777,506,1.10612238996211e-07
"CYC1",7777,507,1.10526661682193e-07
"AURKAIP1",7777,508,1.1047553779931e-07
"UBA2",7777,509,1.10460699481037e-07
"SURF2",7777,510,1.10067220219214e-07
"TMEM45B",7777,511,1.10019185962047e-07
"EBP",7777,512,1.10002740560005e-07
"ATP10B",7777,513,1.09269786510377e-07
"SOX9",7777,514,1.09064833579495e-07
"TM4SF1",7777,515,1.08809400845965e-07
"ATIC",7777,516,1.08738442763274e-07
"UQCC2",7777,517,1.08226151485185e-07
"KLF6",7777,518,1.08141621196041e-07
"BIRC3",7777,519,1.08117153184835e-07
"LYPD8",7777,520,1.0810919465611e-07
"MRPS23",7777,521,1.07960090082406e-07
"RIOK3",7777,522,1.07722860360557e-07
"TFDP1",7777,523,1.07224436006032e-07
"BTG3",7777,524,1.071992323837e-07
"MYH14",7777,525,1.07070058380446e-07
"CXCL1",7777,526,1.06027324269531e-07
"METAP2",7777,527,1.05989051250094e-07
"RALB",7777,528,1.05876752242924e-07
"CBX3",7777,529,1.05853292726294e-07
"SLC26A2",7777,530,1.05688395448112e-07
"SNRPA",7777,531,1.05634863225245e-07
"LRP10",7777,532,1.05323955775181e-07
"APPL1",7777,533,1.05121289320174e-07
"KLHDC3",7777,534,1.05096380731634e-07
"CTSS",7777,535,1.04849359530195e-07
"RAD23A",7777,536,1.04365012992277e-07
"SRRM1",7777,537,1.04178690741797e-07
"BOD1",7777,538,1.04110994674701e-07
"NAA10",7777,539,1.03964287833244e-07
"GTF2I",7777,540,1.0361541583615e-07
"PABPC4",7777,541,1.0343858448927e-07
"PSMB3",7777,542,1.03285015175919e-07
"HNRNPC",7777,543,1.03229543850662e-07
"S100A11",7777,544,1.03002767807611e-07
"COMT",7777,545,1.02309473298807e-07
"CHCHD10",7777,546,1.02051120482016e-07
"RCN2",7777,547,1.01383304190006e-07
"FOS",7777,548,1.0134384025852e-07
"AHNAK",7777,549,1.00909144543878e-07
"SNHG15",7777,550,1.00398983179067e-07
"MRPL23",7777,551,1.00384806887799e-07
"RBBP6",7777,552,9.96149727627831e-08
"GTF3A",7777,553,9.95429495683903e-08
"CUEDC2",7777,554,9.94540569654601e-08
"IGKC",7777,555,9.94286596515865e-08
"ATRX",7777,556,9.93532697794054e-08
"BRIX1",7777,557,9.92746998781377e-08
"GNG12",7777,558,9.912875593103e-08
"MZB1",7777,559,9.90932076738299e-08
"TMSB4X",7777,560,9.88581656093677e-08
"TMPO",7777,561,9.87976668479501e-08
"RBPJ",7777,562,9.83567223265885e-08
"SRSF3",7777,563,9.82554302156957e-08
"BCAS1",7777,564,9.80250066301507e-08
"CDC37",7777,565,9.78201796502952e-08
"RHOB",7777,566,9.7761255796125e-08
"MAGOHB",7777,567,9.74664158753552e-08
"LAGE3",7777,568,9.73978117003096e-08
"G3BP1",7777,569,9.73680663507928e-08
"RARRES3",7777,570,9.72584684037806e-08
"THOC6",7777,571,9.71603299356891e-08
"TP53I3",7777,572,9.66599608759625e-08
"TMED9",7777,573,9.65888910590301e-08
"MYO10",7777,574,9.65221874400281e-08
"NUDT5",7777,575,9.63890996870545e-08
"TSFM",7777,576,9.6050605412862e-08
"TJP3",7777,577,9.6043753819686e-08
"SOCS3",7777,578,9.57413949697348e-08
"ACAA2",7777,579,9.56887412345404e-08
"NEDD9",7777,580,9.53663307837945e-08
"PPP2CB",7777,581,9.5203028036032e-08
"HPRT1",7777,582,9.51743985507066e-08
"KHDRBS1",7777,583,9.49976288188958e-08
"EIF3B",7777,584,9.47727392334298e-08
"CAPG",7777,585,9.45632034730677e-08
"TNFSF10",7777,586,9.4450935631209e-08
"SPPL2A",7777,587,9.42542389197426e-08
"MACROD1",7777,588,9.3739389174073e-08
"IGLC3",7777,589,9.36019798174375e-08
"PSMB6",7777,590,9.35254259479338e-08
